id.coral	id.uniprot	id.ensembl	id.entrez	id.HGNC	id.longname	kinase.group	kinase.family	kinase.subfamily	branch.coords	branch.val	branch.group	branch.col	node.x	node.y	node.group	node.val.col	node.val.radius	node.radius	node.col	node.strokewidth	node.strokecol	text.x	text.y	text.font	text.size	text.label	ode.opacity	node.selected	nodeorder	branchorder
TNS2	.	.	.	.	.	.	.	.	"M389.18,303.177c0.637,1.148,0.244,2.677-1.181,3.287c-30.459,13.238-65.744,32.082-77.644,63.369c-5.246,13.793-5.899,30.298,1.778,43.052c8.558,14.198,24.057,21.581,37.206,31.706c12.447,9.591,16.636,16.977,24.652,31.774c7.188,13.275,14.241,25.773,28.042,30.673c9.89,3.504,27.166,3.976,42.151-1.106c7.64-2.591,14.846-6.68,21.349-9.855c2.443-1.189,4.956-1.017,7.421-1.34c6.384-0.844,9.583-6.514,21.955-6.555c14.69-0.066,28.694,7.152,40.771,12.728c6.549,3.013,14.248,7.299,21.013,4.756c0.055-0.015,0.106-0.033,0.161-0.04c0.263-0.044,0.544,0.055,0.726,0.245c0.37,0.398,0.252,1.006-0.161,1.259c-0.128,0.084-0.274,0.124-0.412,0.172c-4.34,1.533-8.885,0.632-13.188-0.949c-11.494-4.237-33.308-18.007-52.159-15.892c-4.519,0.508-7.042,1.716-9.903,3.216c-4.148,2.158-5.882,3.067-8.753,3.442c-2.181,0.285-4.51,0.214-6.388,1.164c-6.389,3.238-12.769,6.854-19.469,9.439c-9.817,3.79-21.325,5.36-31.788,4.734c-12.235-0.739-21.423-3.956-29.845-12.885c-5.948-6.301-10.335-14.185-15.441-23.561c-10.552-19.192-14.47-23.333-34.388-36.701c-9.886-6.623-20.723-13.954-27.256-25.266c-4.928-8.522-6.628-18.678-5.713-28.693c0.994-10.894,4.661-20.985,10.565-30.247c15.898-24.944,46.011-41.112,72.963-52.914c0.195-0.073,0.24-0.1,0.444-0.143C387.697,301.832,388.703,302.326,389.18,303.177z"	.	.	.	564.898	502.777.	.	.	.	.	.	.	.	561.0229	506.7833	.	.	.	.	.	.	.
TNS3	.	.	.	.	.	.	.	.	"M553.685,494.149c-9.844-0.729-15.8,5.154-22.32,4.336c-0.758-0.094-1.452-0.307-2.265-0.637c-10.471-4.839-22.098-9.721-34.191-9.667c-12.372,0.041-15.571,5.711-21.955,6.555c-2.464,0.322-4.978,0.15-7.421,1.34c-6.503,3.175-13.709,7.264-21.349,9.855c-14.985,5.082-32.26,4.61-42.151,1.106c-13.801-4.9-20.855-17.398-28.042-30.673c-8.016-14.796-12.205-22.183-24.652-31.774c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.918,13.368,23.836,17.509,34.388,36.701c5.105,9.376,9.492,17.26,15.441,23.561c8.421,8.929,17.61,12.145,29.844,12.885c10.463,0.626,21.971-0.944,31.788-4.734c6.701-2.585,13.08-6.201,19.469-9.439c1.878-0.95,4.207-0.88,6.388-1.164c2.871-0.375,4.604-1.284,8.753-3.442c2.861-1.5,5.383-2.708,9.903-3.216c12.051-1.352,25.308,3.782,36.31,8.773c0.377,0.175,1.859,0.848,3.625,0.991c0.85,0.068,1.679,0.042,2.497-0.051c5.893-0.668,11.214-4.916,19.344-4.391c0.095,0.007,0.197,0.015,0.296,0.004c0.263-0.033,0.504-0.208,0.624-0.442C554.598,494.861,554.351,494.238,553.685,494.149z"	.	.	.	562.116	495.018.	.	.	.	.	.	.	.	556.6996	496.9182	.	.	.	.	.	.	.
TNS1	.	.	.	.	.	.	.	.	"M537.019,479.852c-0.164-0.208-0.438-0.325-0.701-0.307c-0.058,0.004-0.11,0.022-0.164,0.029c-5.878,1.672-10.236,5.923-13.545,8.811c-1.567,1.359-3.063,2.487-5.037,2.946c-1.783,0.415-3.571,0.163-5.353-0.264c-5.606-1.75-11.401-2.913-17.311-2.886c-12.372,0.041-15.571,5.711-21.955,6.555c-2.464,0.322-4.978,0.15-7.421,1.34c-6.503,3.175-13.709,7.264-21.349,9.855c-14.985,5.082-32.26,4.61-42.151,1.106c-13.801-4.9-20.855-17.398-28.042-30.673c-8.016-14.796-12.205-22.183-24.652-31.774c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.918,13.368,23.836,17.509,34.388,36.701c5.105,9.376,9.492,17.26,15.441,23.561c8.421,8.929,17.61,12.145,29.844,12.885c10.463,0.626,21.971-0.944,31.788-4.734c6.701-2.585,13.08-6.201,19.469-9.439c1.878-0.95,4.207-0.88,6.388-1.164c2.871-0.375,4.604-1.284,8.753-3.442c2.861-1.5,5.383-2.708,9.903-3.216c5.446-0.611,11.138,0.103,16.759,1.531c0.368,0.095,4.809,1.06,4.948,1.083c1.65,0.268,3.107,0.251,4.466-0.053c1.325-0.296,2.559-0.863,3.787-1.71c3.312-2.284,8.103-8.171,14.936-10.14C537.217,480.986,537.369,480.286,537.019,479.852z"	.	.	.	544.713	478.28.	.	.	.	.	.	.	.	540.184	481.067	.	.	.	.	.	.	.
GAK	.	.	.	.	.	.	.	.	"M530.416,523.342c-3.938-1.191-4.983-1.767-7.928-4.8c-1.911-1.966-3.062-3.152-5.252-4.333c-3.641-1.986-7.823-2.748-10.983-5.179c-5.717-4.406-9.353-12.504-16.217-16.505c-0.955-0.559-1.84-0.961-2.671-1.239c-2.517-0.842-4.518-0.52-6.337,0.202c-0.025,0.01-0.094,0.043-0.154,0.067c-2.756,1.4-5.01,2.797-7.92,3.182c-2.464,0.322-4.978,0.15-7.421,1.34c-6.503,3.175-13.709,7.264-21.349,9.855c-14.985,5.082-32.26,4.61-42.151,1.106c-13.801-4.9-20.855-17.398-28.042-30.673c-8.016-14.796-12.205-22.183-24.652-31.774c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.918,13.368,23.836,17.509,34.388,36.701c5.105,9.376,9.492,17.26,15.441,23.561c8.421,8.929,17.61,12.145,29.844,12.885c10.463,0.626,21.971-0.944,31.788-4.734c6.701-2.585,13.08-6.201,19.469-9.439c1.878-0.95,4.207-0.88,6.388-1.164c2.871-0.375,4.604-1.284,8.753-3.442c3.757-1.97,7.406,0.123,10.603,2.949c4.506,3.989,7.576,9.556,12.432,13.48c2.687,2.17,5.665,3.047,8.789,4.285c5.122,2.034,5.655,3.373,8.848,6.45c2.491,2.39,4.09,3.055,7.421,4.048c0.091,0.029,0.153,0.051,0.255,0.062C531.046,525.026,531.397,523.693,530.416,523.342z"	.	.	.	538.551	525.907.	.	.	.	.	.	.	.	534.1975	529.5071	.	.	.	.	.	.	.
DNAJC6	.	.	.	.	.	.	.	.	"M533.599,513.06c-0.055-0.011-0.109-0.011-0.164-0.018c-3.403,0.009-6.803,0.054-10.038-0.803c-2.993-0.792-5.663-3.151-13.377-2.836c-0.899,0.036-1.801,0.106-2.642,0.396c-0.386-0.239-0.764-0.49-1.125-0.768c-5.717-4.406-9.353-12.504-16.217-16.505c-0.955-0.559-1.84-0.961-2.671-1.239c-2.517-0.842-4.518-0.52-6.337,0.202c-0.025,0.01-0.094,0.043-0.154,0.067c-2.756,1.4-5.01,2.797-7.92,3.182c-2.464,0.322-4.978,0.15-7.421,1.34c-6.503,3.175-13.709,7.264-21.349,9.855c-14.985,5.082-32.26,4.61-42.151,1.106c-13.801-4.9-20.855-17.398-28.042-30.673c-8.016-14.796-12.205-22.183-24.652-31.774c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.918,13.368,23.836,17.509,34.388,36.701c5.105,9.376,9.492,17.26,15.441,23.561c8.421,8.929,17.61,12.145,29.844,12.885c10.463,0.626,21.971-0.944,31.788-4.734c6.701-2.585,13.08-6.201,19.469-9.439c1.878-0.95,4.207-0.88,6.388-1.164c2.871-0.375,4.604-1.284,8.753-3.442c3.757-1.97,7.406,0.123,10.603,2.949c4.506,3.989,7.576,9.556,12.432,13.48c0.246,0.199,0.498,0.377,0.749,0.555c0,0,0,0,0,0.001c0.004,0.003,0.008,0.005,0.012,0.008c0.329,0.234,0.667,0.451,1.009,0.661c0.395,0.242,0.534,0.373,0.99,0.268c0.841-0.273,1.29-0.422,2.602-0.482c6.937-0.33,9.632,1.792,12.304,2.588c3.489,1.067,7.659,0.993,10.895,0.986c0.091,0,0.153,0.004,0.248-0.018c0.259-0.051,0.489-0.241,0.591-0.485C534.404,513.687,534.083,513.154,533.599,513.06z"	.	.	.	541.842	512.975.	.	.	.	.	.	.	.	537.4122	516.1054	.	.	.	.	.	.	.
TPTE2	.	.	.	.	.	.	.	.	"M500.449,438.413c-0.202-0.466-0.787-0.646-1.219-0.35c-0.21,0.13-1.061,1.169-1.215,1.361c-1.158,1.458-2.633,3.634-3.179,5.413c-1.019,3.352-1.443,6.829-2.968,9.826c-1.685,3.313-4.712,5.739-6.596,9.121c-1.865,3.342-2.536,7.203-4.663,10.218c-1.484,2.108-3.115,3.296-6.366,7.056c-3.493,4.053-5.242,7.106-7.109,12.414c-0.576,1.743-0.961,2.331-1.602,2.604c-6.503,3.175-13.709,7.264-21.349,9.855c-14.985,5.082-32.26,4.61-42.151,1.106c-13.801-4.9-20.855-17.398-28.042-30.673c-8.016-14.796-12.205-22.183-24.652-31.774c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.918,13.368,23.836,17.509,34.388,36.701c5.105,9.376,9.492,17.26,15.441,23.561c8.421,8.929,17.61,12.145,29.844,12.885c10.463,0.626,21.971-0.944,31.788-4.734c6.4-2.47,12.507-5.876,18.61-8.998c0,0,2.221-0.965,2.67-2.312c0.111-0.397,0.241-0.826,0.381-1.268c0.632-2.006,1.53-4.379,2.51-6.355c1.624-3.254,4.05-6.154,6.532-8.864c2.029-2.218,3.805-3.719,5.251-6.459c1.548-2.923,2.216-6.154,3.756-8.921c1.641-2.944,4.356-5.293,6.121-8.377c1.997-3.488,2.401-7.51,3.471-10.935c0.55-1.742,2.517-4.533,3.811-5.891c0.044-0.047,0.091-0.102,0.131-0.161C500.533,438.953,500.555,438.658,500.449,438.413z"	.	.	.	505.051	431.855.	.	.	.	.	.	.	.	500.0617	434.7354	.	.	.	.	.	.	.
TPTE	.	.	.	.	.	.	.	.	"M509.251,444.487c-0.12-0.296-0.431-0.504-0.752-0.504c-0.79,0-2.297,1.032-2.975,1.431c-1.241,0.73-2.405,1.548-3.5,2.467c-2.483,2.081-3.444,3.686-4.168,4.876c-0.879,1.456-1.931,3.394-3.358,4.53c-0.811,0.647-2.091,0.91-3.27,1.449c-0.013,0.006-0.024,0.013-0.037,0.019c-2.407,1.115-4.65,2.735-5.927,5.029c-1.865,3.342-2.536,7.203-4.663,10.218c-1.484,2.108-3.115,3.296-6.366,7.056c-3.493,4.053-5.242,7.106-7.109,12.414c-0.576,1.743-0.961,2.331-1.602,2.604c-6.503,3.175-13.709,7.264-21.349,9.855c-14.985,5.082-32.26,4.61-42.151,1.106c-13.801-4.9-20.855-17.398-28.042-30.673c-8.016-14.796-12.205-22.183-24.652-31.774c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.918,13.368,23.836,17.509,34.388,36.701c5.105,9.376,9.492,17.26,15.441,23.561c8.421,8.929,17.61,12.145,29.844,12.885c10.463,0.626,21.971-0.944,31.788-4.734c6.4-2.47,12.507-5.876,18.61-8.998c0,0,2.221-0.965,2.67-2.312c0.111-0.397,0.241-0.826,0.381-1.268c0.632-2.006,1.53-4.379,2.51-6.355c1.624-3.254,4.05-6.154,6.532-8.864c2.029-2.218,3.805-3.719,5.251-6.459c1.548-2.923,2.216-6.154,3.756-8.921c0.03-0.054,0.066-0.105,0.097-0.158c0.001,0.001,0.52-0.808,1.042-1.364c1.099-1.175,2.489-2.048,3.96-2.73c1.793-0.843,3.177-0.699,5.245-3.395c2.727-3.54,2.338-6.015,10.249-10.716c0.339-0.201,0.683-0.401,1.058-0.526c0.102-0.036,0.212-0.051,0.314-0.091C509.204,445.4,509.437,444.921,509.251,444.487z"	.	.	.	516.723	442.274.	.	.	.	.	.	.	.	512.5939	445.1415	.	.	.	.	.	.	.
PTEN	.	.	.	.	.	.	.	.	"M520.718,467.818c-0.102-0.241-0.332-0.431-0.595-0.482c-0.122-0.026-0.445-0.015-0.573-0.015c-4.289,0.037-8.618,0.517-12.542,2.252c-6.968,3.072-13.942,11.145-27.703,9.015c-0.039-0.009-0.091-0.02-0.161-0.038c-1.569-0.418-2.11-0.563-3.035,0.437c-1.042,1.126-1.361,1.488-1.865,2.07c-3.493,4.053-5.242,7.106-7.109,12.414c-0.576,1.743-0.961,2.331-1.602,2.604c-6.503,3.175-13.709,7.264-21.349,9.855c-14.985,5.082-32.26,4.61-42.151,1.106c-13.801-4.9-20.855-17.398-28.042-30.673c-8.016-14.796-12.205-22.183-24.652-31.774c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.918,13.368,23.836,17.509,34.388,36.701c5.105,9.376,9.492,17.26,15.441,23.561c8.421,8.929,17.61,12.145,29.844,12.885c10.463,0.626,21.971-0.944,31.788-4.734c6.4-2.47,12.507-5.876,18.61-8.998c0,0,2.221-0.965,2.67-2.312c0.111-0.397,0.241-0.826,0.381-1.268c0.632-2.006,1.53-4.379,2.51-6.355c1.581-3.168,3.923-5.998,6.334-8.646c1,0.182,2.493,0.737,7.437,0.583c3.312-0.102,6.57-0.986,9.632-2.321c9.838-4.278,10.949-9.33,25.043-9.439c0.12,0,0.241,0.007,0.365-0.018C520.621,468.842,520.925,468.31,520.718,467.818z"	.	.	.	528.329	467.991.	.	.	.	.	.	.	.	523.557	470.3146	.	.	.	.	.	.	.
PTPDC1	.	.	.	.	.	.	.	.	"M416.192,539.541c-0.07-0.064-0.407-0.257-0.511-0.321c-4.796-2.93-7.794-7.78-9.132-13.315c-0.979-4.072-2.156-10.736-5.997-16.232c-3.564-5.1-6.047-6.401-7.213-7.257c-8.426-6.192-13.848-15.893-19.348-26.051c-8.016-14.796-12.205-22.183-24.652-31.774c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.918,13.368,23.836,17.509,34.388,36.701c5.105,9.376,9.492,17.26,15.441,23.561c3.142,3.331,6.394,5.858,9.869,7.765c1.255,0.689,1.069,0.44,2.072,1.532c5.055,5.486,6.526,13.715,7.366,17.195c1.486,6.171,4.857,11.582,10.366,14.779c0.355,0.209,0.697,0.165,0.956-0.029C416.57,540.492,416.561,539.87,416.192,539.541z"	.	.	.	423.216	543.818.	.	.	.	.	.	.	.	419.0278	546.4669	.	.	.	.	.	.	.
CDKN3	.	.	.	.	.	.	.	.	"M431.968,480.954c-0.119-0.026-0.406-0.015-0.533-0.015c-10.289,0.179-18.178,7.251-27.883,10.465c-6.523,2.163-13.4,2.689-20.011,0.829c-3.502-4.812-6.517-10.268-9.55-15.869c-8.016-14.796-12.205-22.183-24.652-31.774c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.918,13.368,23.836,17.509,34.388,36.701c3.323,6.103,6.419,11.511,9.694,16.371c0.82,1.216,0.885,1.854,5.835,2.544c7.956,1.11,16.117-0.305,23.493-3.79c7.417-3.505,14.35-8.499,22.663-8.552C432.817,482.582,432.936,481.143,431.968,480.954z"	.	.	.	440.065	481.512.	.	.	.	.	.	.	.	435.4436	484.3141	.	.	.	.	.	.	.
PTP4A1	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.382,13.008,23.616,17.284,33.553,35.19c0.103,0.324,0.198,0.649,0.273,0.982c0.815,3.625,0.564,7.458,0.5,11.972c-0.068,4.767-0.285,9.021-1.157,13.425c-1.403,7.096-4.282,14.467-6.813,19.327c-1.743,3.348-3.843,6.712-4.728,10.421c-1.44,6.042,1.457,12.543-2.854,17.195c-0.069,0.073-0.138,0.142-0.191,0.226c-0.271,0.434-0.078,1.025,0.406,1.204c0.248,0.095,0.542,0.058,0.761-0.091c0.045-0.033,0.084-0.073,0.126-0.109c4.84-5.06,2.22-11.7,3.281-17.349c0.671-3.57,2.974-7.2,4.663-10.319c2.839-5.251,5.891-12.838,7.454-20.028c1.123-5.169,1.305-9.513,1.477-14.629c0.068-2.025,0.179-4.068,0.156-6.14c-0.01-0.923-0.127-1.847-0.124-2.788c0.006-1.497-0.574-5.287-1.442-6.86c-6.281-11.328-10.862-18.007-21.686-26.346c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	349.135	554.503.	.	.	.	.	.	.	.	326.0272	558.0061	.	.	.	.	.	.	.
PTP4A2	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.382,13.008,23.616,17.284,33.553,35.19c0.103,0.324,0.198,0.649,0.273,0.982c0.815,3.625,0.564,7.458,0.5,11.972c-0.068,4.767-0.285,9.021-1.157,13.425c-1.247,6.31-3.662,12.833-5.961,17.619c-0.001,0-0.003,0-0.005-0.001c-1.314,2.802-2.798,5.747-3.174,8.987c-0.063,0.544-0.091,1.051-0.097,1.536c-0.047,3.908,1.624,6.035,2.741,8.765c1.372,3.353,1.602,7.43,1.22,11.052c-0.011,0.113-0.03,0.223-0.019,0.336c0.045,0.495,0.533,0.859,1.051,0.712c0.254-0.077,0.468-0.281,0.549-0.533c0.017-0.055,0.023-0.11,0.035-0.164c0.421-3.683,0.225-7.5-0.904-10.998c-0.773-2.401-2.059-4.173-2.615-6.329c-1.226-4.73,1.216-9.066,3.16-13.107c-0.001,0-0.002,0-0.002,0c2.42-4.992,4.803-11.321,6.124-17.396c1.123-5.169,1.305-9.513,1.477-14.629c0.068-2.025,0.179-4.068,0.156-6.14c-0.01-0.923-0.127-1.847-0.124-2.788c0.006-1.497-0.574-5.287-1.442-6.86c-6.281-11.328-10.862-18.007-21.686-26.346c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	363.956	557.342.	.	.	.	.	.	.	.	360.0002	560.2664	.	.	.	.	.	.	.
PTP4A3	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c19.382,13.008,23.616,17.284,33.553,35.19c0.103,0.324,0.198,0.649,0.273,0.982c0.815,3.625,0.564,7.458,0.5,11.972c-0.068,4.767-0.285,9.021-1.157,13.425c-0.791,4.006-2.239,7.803-4.501,11.14c-6.461,9.532-17.477,12.593-21.296,27.145c-0.02,0.073-0.052,0.194-0.057,0.285c-0.022,0.429,0.297,0.833,0.778,0.865c0.319,0.018,0.64-0.172,0.781-0.46c0.05-0.096,0.117-0.375,0.146-0.482c3.489-12.816,12.869-16.052,19.686-24.247c0.013-0.015,0.023-0.031,0.036-0.046c3.249-3.921,5.445-8.725,6.531-13.721c1.123-5.169,1.305-9.513,1.477-14.629c0.068-2.025,0.179-4.068,0.156-6.14c-0.01-0.923-0.127-1.847-0.124-2.788c0.006-1.497-0.574-5.287-1.442-6.86c-6.281-11.328-10.862-18.007-21.686-26.346c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	342.287	547.776.	.	.	.	.	.	.	.	318.6008	550.2894	.	.	.	.	.	.	.
RNGTT	.	.	.	.	.	.	.	.	"M426.828,444.483c-0.055,0.018-0.102,0.047-0.153,0.073c-8.495,4.996-17.932,5.8-28.05,6.121c-2.216,0.07-3.454,0.116-8.396-0.927c-2.299-0.482-6.705-1.512-12.88-1.38c-5.146,0-14.138,1.503-19.074,4.144c-2.494-2.611-5.373-5.178-8.936-7.924c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c8.766,5.883,14.43,9.982,18.928,14.362c2.985,2.97,2.699,2.236,5.497,0.858c5.419-2.67,15.477-4.836,25.436-3.539c4.057,0.525,7.972,1.789,12.266,1.61c10.358-0.44,20.903-1.327,29.708-6.632c0.044-0.033,0.091-0.062,0.135-0.099c0.194-0.182,0.292-0.46,0.256-0.723C427.833,444.613,427.295,444.318,426.828,444.483z"	.	.	.	433.57	439.731.	.	.	.	.	.	.	.	428.6712	442.4921	.	.	.	.	.	.	.
DUSP11	.	.	.	.	.	.	.	.	"M428.412,466.259c-0.058-0.259-0.252-0.485-0.5-0.58c-0.051-0.022-0.11-0.033-0.161-0.047c-12.537-2.129-19.169-8.65-29.204-13.068c-3.166-1.394-6.46-2.421-8.319-2.814c-2.299-0.482-6.705-1.512-12.88-1.38c-5.146,0-14.138,1.503-19.074,4.144c-2.494-2.611-5.373-5.178-8.936-7.924c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369c1.425-0.61,1.819-2.14,1.181-3.287c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c8.766,5.883,14.43,9.982,18.928,14.362c2.985,2.97,2.699,2.236,5.497,0.858c5.419-2.67,15.477-4.836,25.436-3.539c1.407,0.182,2.797,0.453,4.191,0.722c-0.001,0.001,3.539,0.788,7.082,2.202c10.61,4.232,16.986,10.933,30.573,13.326C428.104,467.372,428.536,466.797,428.412,466.259z"	.	.	.	436.042	467.464.	.	.	.	.	.	.	.	431.2428	469.5388	.	.	.	.	.	.	.
